sub,Age,Genre,Langue[1],Langue[2],Langue[3],lateralite[1],lateralite[2],lateralite[3],niveauetudes[1],niveauetudes[2],niveauetudes[3],niveauetudes[4],UPPS[1],UPPS[2],UPPS[3],UPPS[4],UPPS[5],UPPS[6],UPPS[7],UPPS[8],UPPS[9],UPPS[10],UPPS[11],UPPS[12],UPPS[13],UPPS[14],UPPS[15],UPPS[16],UPPS[17],UPPS[18],UPPS[19],UPPS[20],UPPS[21],UPPS[22],UPPS[23],UPPS[24],UPPS[25],UPPS[26],UPPS[27],UPPS[28],UPPS[29],UPPS[30],UPPS[31],UPPS[32],UPPS[33],UPPS[34],UPPS[35],UPPS[36],UPPS[37],UPPS[38],UPPS[39],UPPS[40],UPPS[41],UPPS[42],UPPS[43],UPPS[44],UPPS[45],QABB[1],QABB[2],QABB[3],QABB[4],QABB[5],QABB[6],QABB[7],QABB[8],QABB[9],QABB[10],QABB[11],QABB[12],QABB[13],QABB[14],QABB[15],QABB[16],QABB[17],QABB[18],QABB[19],PMPUQSV[1],PMPUQSV[2],PMPUQSV[3],PMPUQSV[4],PMPUQSV[5],PMPUQSV[6],PMPUQSV[7],PMPUQSV[8],PMPUQSV[9],PMPUQSV[10],PMPUQSV[11],PMPUQSV[12],PMPUQSV[13],PMPUQSV[14],PMPUQSV[15],PCLS[1],PCLS[2],PCLS[3],PCLS[4],PCLS[5],PCLS[6],PCLS[7],PCLS[8],PCLS[9],PCLS[10],PCLS[11],PCLS[12],PCLS[13],PCLS[14],PCLS[15],PCLS[16],PCLS[17],OCIR[1],OCIR[2],OCIR[3],OCIR[4],OCIR[5],OCIR[6],OCIR[7],OCIR[8],OCIR[9],OCIR[10],OCIR[11],OCIR[12],OCIR[13],OCIR[14],OCIR[15],OCIR[16],OCIR[17],OCIR[18],IAT[1],IAT[2],IAT[3],IAT[4],IAT[5],IAT[6],IAT[7],IAT[8],IAT[9],IAT[10],IAT[11],IAT[12],IAT[13],IAT[14],IAT[15],IAT[16],IAT[17],IAT[18],IAT[19],IAT[20],EAT26[1],EAT26[2],EAT26[3],EAT26[4],EAT26[5],EAT26[6],EAT26[7],EAT26[8],EAT26[9],EAT26[10],EAT26[11],EAT26[12],EAT26[13],EAT26[14],EAT26[15],EAT26[16],EAT26[17],EAT26[18],EAT26[19],EAT26[20],EAT26[21],EAT26[22],EAT26[23],EAT26[24],EAT26[25],EAT26[26],COHS[1],COHS[2],COHS[3],COHS[4],COHS[5],COHS[6],COHS[7],COHS[8],COHS[9],COHS[10],COHS[11],COHS[12],COHS[13],COHS[14],COHS[15],COHS[16],COHS[17],COHS[18],COHS[19],COHS[20],COHS[21],COHS[22],COHS[23],COHS[24],COHS[25],COHS[26],COHS[27],STAIT[1],STAIT[2],STAIT[3],STAIT[4],STAIT[5],STAIT[6],STAIT[7],STAIT[8],STAIT[9],STAIT[10],STAIT[11],STAIT[12],STAIT[13],STAIT[14],STAIT[15],STAIT[16],STAIT[17],STAIT[18],STAIT[19],STAIT[20],STAIS[1],STAIS[2],STAIS[3],STAIS[4],STAIS[5],STAIS[6],STAIS[7],STAIS[8],STAIS[9],STAIS[10],STAIS[11],STAIS[12],STAIS[13],STAIS[14],STAIS[15],STAIS[16],STAIS[17],STAIS[18],STAIS[19],STAIS[20],PSS[1],PSS[2],PSS[3],PSS[4],PSS[5],PSS[6],PSS[7],PSS[8],PSS[9],PSS[10],CESD[1],CESD[2],CESD[3],CESD[4],CESD[5],CESD[6],CESD[7],CESD[8],CESD[9],CESD[10],CESD[11],CESD[12],CESD[13],CESD[14],CESD[15],CESD[16],CESD[17],CESD[18],CESD[19],CESD[20],UPPS_urgency,UPPS_premeditation,UPPS_perseverance,UPPS_sensation,QABB_total,PMPUQSV_total,PMPUQSV_dangerous,PMPUQSV_prohibited,PMPUQSV_dependant,PCLS_total,PCLS_intrusion,PCLS_evitement,PCLS_hyperstimulation,EAT26_total,EAT26_dieting,EAT26_bulimia,EAT26_oral_control,IAT_total,IAT_salience,IAT_excessive_use,IAT_neglect_work,IAT_anticipation,IAT_lack_control,IAT_neglect_social_life,OCIR_total,OCIR_Washing,OCIR_obsessing,OCIR_hoarding,OCIR_ordering,OCIR_checking,OCIR_neutralising,STAIT_total,STAIS_total,PSS_total,COHS_routine,COHS_automaticity,CESD_total
48,20,F,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,2,3,3,2,1,4,3,4,2,3,3,1,2,3,4,1,2,4,3,2,3,2,2,3,3,2,2,3,4,2,2,4,3,2,2,3,4,3,2,2,4,4,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,NA,3,1,4,4,1,NA,3,1,1,3,1,1,1,2,2,3,4,3,4,2,1,1,1,1,5,3,1,3,2,1,3,1,3,1,3,1,0,1,1,1,0,2,0,0,2,1,0,4,1,0,1,2,1,2,1,3,4,4,4,1,2,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,3,2,1,4,4,4,1,2,1,4,2,2,2,2,5,3,1,5,2,4,1,5,1,3,4,2,3,3,2,2,4,3,1,2,2,2,4,2,3,2,3,2,3,3,3,1,2,3,3,2,3,4,2,2,2,3,2,3,1,2,3,3,2,2,2,4,3,4,2,3,3,2,3,5,2,2,1,1,1,0,1,0,1,0,1,3,1,0,1,0,2,0,1,0,1,39,21,21,41,2,2.153846154,1,2,3.4,39,12,13,14,1,0,1,0,43,12,9,5,6,10,1,21,3,3,4,2,3,6,51,47,31,54,20,17
49,20,M,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,3,2,2,4,3,3,2,3,3,2,2,3,3,2,2,3,3,1,4,2,1,3,4,2,2,3,3,1,2,4,3,2,2,3,3,4,2,2,4,4,2,4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,3,1,4,3,2,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,3,3,3,1,4,3,5,3,3,0,1,1,2,3,2,0,0,3,0,1,2,1,0,1,1,0,1,4,4,0,0,4,5,4,4,3,4,3,1,1,3,2,5,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,5,4,5,4,4,3,2,5,5,4,5,4,2,4,4,4,4,4,4,4,5,3,4,2,5,5,5,2,2,2,1,2,2,2,1,2,2,3,2,2,3,1,1,3,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,3,3,4,3,2,2,3,2,3,2,1,0,2,1,3,1,1,2,0,1,2,0,1,1,0,1,0,1,0,1,38,21,21,40,3,1.933333333,1.4,2,2.4,40,7,15,18,5,1,0,3,57,9,15,12,7,14,0,19,4,5,1,5,1,3,38,27,27,58,51,19
50,22,M,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,1,4,3,2,2,4,3,4,1,3,4,2,2,3,4,1,2,3,3,2,3,2,2,3,3,1,2,3,3,1,1,3,3,1,2,3,4,3,2,2,3,3,2,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,4,3,2,NA,3,2,1,NA,1,4,3,1,3,3,3,3,4,3,3,3,3,4,2,3,2,2,4,2,2,0,3,3,2,2,1,2,3,2,2,4,2,3,4,3,2,4,2,5,4,3,1,2,2,2,1,2,2,3,4,2,4,2,5,3,2,3,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,4,4,4,4,2,3,4,3,4,4,4,3,2,3,3,3,4,5,4,4,4,4,4,4,4,2,3,1,1,2,3,1,2,2,1,3,2,3,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,5,5,4,4,4,5,5,5,4,4,3,0,1,1,3,1,3,1,1,1,0,2,1,1,1,2,0,0,0,1,37,19,19,39,2,2.5,3,1.8,3,49,16,21,12,9,2,2,5,53,13,16,5,5,10,4,44,10,5,5,8,10,6,37,40,45,58,38,23
51,23,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,4,3,2,2,3,3,3,2,3,4,2,2,3,4,2,2,3,4,1,4,2,2,3,4,2,2,4,4,2,2,4,4,2,2,3,4,3,2,2,3,4,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,4,4,2,3,2,1,4,4,4,3,3,2,2,3,2,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0,0,0,4,4,3,4,2,3,4,3,3,4,4,4,3,3,4,4,4,4,1,4,4,4,1,4,3,4,5,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,38,22,21,45,1,1.533333333,1.8,1.6,1.2,18,5,7,6,7,2,4,1,58,11,16,9,7,10,5,13,0,0,9,2,2,0,29,26,14,62,32,6
52,36,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,2,3,3,1,1,4,3,4,2,3,3,2,2,3,3,2,2,3,3,2,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,3,2,2,3,3,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,1,3,3,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,4,1,4,3,4,4,4,4,4,3,4,3,4,3,4,3,4,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,4,4,2,2,2,2,2,0,1,0,1,2,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,36,21,22,36,3,2.266666667,1.6,2.6,2.6,17,5,7,5,0,0,0,0,74,18,18,11,8,11,8,13,8,3,0,2,0,0,35,43,24,23,17,11
53,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,3,2,2,4,3,3,2,3,3,2,2,4,3,2,1,3,3,2,4,2,2,3,3,2,2,3,4,2,2,3,3,2,2,3,3,3,2,2,3,4,2,4,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4,1,2,4,1,4,3,1,1,4,1,1,3,1,1,2,3,1,2,3,4,4,4,3,2,3,1,1,3,3,3,2,0,1,2,1,0,3,1,0,1,0,0,3,2,0,0,0,0,3,2,2,1,1,2,3,5,3,4,2,2,2,3,3,2,1,3,1,1,1,3,0,2,0,0,3,0,0,0,0,3,0,2,1,3,0,1,2,3,1,0,1,3,2,0,0,4,3,5,4,2,4,5,5,4,4,2,4,4,4,3,4,4,5,2,5,4,4,4,3,4,4,4,2,2,3,3,2,2,2,2,2,3,3,3,2,3,3,3,3,2,1,2,2,1,2,1,3,3,3,2,1,2,3,2,1,2,2,2,2,1,1,2,4,4,3,3,4,3,3,4,4,4,2,0,1,2,2,2,1,1,0,0,0,2,0,2,2,3,1,2,1,1,37,21,22,40,6,2.133333333,1,1.8,3.6,44,11,21,12,30,17,4,6,44,10,9,10,7,6,2,17,0,9,3,3,1,1,48,38,36,64,40,25
54,20,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,3,2,2,3,3,4,2,4,3,2,2,3,3,2,1,3,3,2,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,4,2,1,3,3,2,3,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,2,2,1,3,2,1,1,2,1,3,3,1,2,4,4,2,2,1,3,2,1,1,1,5,2,1,1,4,2,1,0,1,2,0,1,2,1,0,2,1,0,2,2,0,1,3,0,1,5,3,2,1,1,5,4,4,2,1,2,1,0,4,0,5,3,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,3,4,1,2,2,4,5,4,3,4,3,2,4,2,4,2,2,2,3,2,4,3,2,4,2,3,2,2,3,1,2,3,2,2,1,2,4,2,1,3,2,4,2,3,4,3,1,1,1,1,3,1,1,2,1,1,2,1,1,4,1,2,3,3,3,2,5,5,5,1,4,1,2,3,5,3,3,0,1,3,3,2,2,0,0,1,0,1,1,1,1,0,0,0,0,3,36,19,24,36,6,1.733333333,1,2.2,2,37,13,15,9,3,2,1,0,49,6,14,11,6,9,3,19,1,5,3,5,1,4,48,35,34,44,36,22
55,22,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,3,1,1,3,3,3,1,3,3,1,1,4,3,2,1,3,4,2,3,1,1,3,3,2,1,3,3,2,1,3,3,2,2,3,3,3,1,1,3,4,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,2,1,3,3,1,1,2,1,2,NA,1,2,2,1,1,2,2,1,2,1,1,3,4,1,1,4,4,4,4,1,2,1,0,2,2,1,0,2,0,2,3,0,0,0,0,1,2,4,3,0,1,4,3,4,4,3,4,4,4,3,2,3,4,4,2,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,4,2,2,2,2,3,4,1,1,1,2,4,3,2,3,2,2,4,4,2,2,2,4,4,3,5,3,3,3,3,3,2,2,3,1,2,2,3,2,3,4,2,3,1,2,3,3,2,2,3,1,3,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,3,3,4,2,2,2,2,3,3,2,0,0,1,1,2,1,1,1,1,1,0,1,0,1,0,2,0,1,1,1,36,12,19,38,3,1.714285714,1,1.8,2.5,38,8,13,17,8,2,3,3,64,18,15,10,8,12,1,19,5,7,2,3,2,0,50,37,26,45,28,16
56,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,3,1,1,4,3,4,2,4,3,1,2,4,4,1,2,3,3,2,3,1,2,4,3,1,1,4,3,1,1,4,3,1,2,4,3,4,1,1,4,3,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,NA,2,1,1,2,2,1,1,1,NA,1,1,NA,1,3,5,2,3,2,5,4,4,1,3,2,1,3,1,3,2,1,0,4,3,0,2,1,0,3,3,0,2,0,0,3,3,0,2,0,2,2,0,0,1,1,2,1,1,2,1,2,1,3,1,3,1,1,1,1,0,0,0,0,0,3,1,2,0,0,0,0,1,2,0,1,0,1,0,3,1,0,1,0,1,0,4,4,2,4,1,1,4,2,1,2,1,4,2,2,3,2,5,2,1,5,2,4,1,2,1,2,3,1,2,2,1,1,3,2,1,2,2,3,3,3,3,2,2,4,4,3,3,3,3,3,2,2,3,3,2,4,3,3,3,3,1,3,2,4,4,3,3,5,5,4,2,4,4,1,4,4,4,0,0,1,1,2,2,1,0,0,2,2,2,3,3,0,1,0,1,0,1,44,16,17,37,1,1.333333333,1,1.4,1.4,45,15,20,10,17,9,2,6,27,7,9,3,3,5,0,26,6,1,0,9,10,0,47,57,37,51,16,22
57,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,4,3,2,1,4,3,3,2,4,3,2,2,4,3,2,1,4,3,2,4,2,2,4,3,2,1,4,3,2,2,4,4,1,1,4,3,3,1,1,4,4,2,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,4,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,1,0,0,2,3,2,0,2,0,1,1,3,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,2,4,5,4,2,5,2,3,2,4,4,1,2,5,2,5,1,4,1,4,3,3,5,1,2,2,2,2,2,3,2,3,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,1,1,1,1,2,2,1,2,2,2,2,3,1,2,1,2,3,3,2,3,3,2,2,2,2,1,0,0,2,0,0,1,2,0,1,0,0,0,1,0,1,1,1,0,0,46,16,21,39,1,1.733333333,1,1.6,2.6,17,5,7,5,2,1,0,1,6,0,5,1,0,0,0,22,2,0,3,8,7,2,41,36,24,61,25,11
58,19,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,4,2,2,3,3,3,1,3,4,1,2,4,3,2,2,4,3,2,4,2,1,3,3,2,2,3,4,2,1,3,3,2,1,4,4,3,1,1,3,3,2,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,NA,1,3,NA,4,2,3,NA,1,NA,2,3,NA,3,3,3,4,4,5,4,2,4,3,4,1,2,3,2,3,1,2,2,3,1,3,1,2,3,0,3,2,2,3,4,2,1,3,3,3,5,2,1,4,2,3,1,1,1,4,2,2,3,3,1,3,1,2,1,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,4,3,3,4,5,4,5,3,2,2,2,5,4,5,4,2,4,5,1,5,5,4,2,2,2,3,5,1,2,2,2,2,2,1,2,3,2,2,2,3,2,2,2,3,4,1,2,2,2,2,3,1,2,3,1,3,2,1,3,3,2,1,2,3,2,1,1,4,3,4,2,2,3,2,2,3,2,1,0,1,0,2,1,0,1,1,2,1,1,1,2,0,0,0,1,1,2,38,16,21,42,5,2.5,3,2.5,2.4,50,19,20,11,11,3,4,4,44,11,14,5,3,6,5,41,6,8,9,5,5,8,42,40,27,65,30,18
59,31,M,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,2,3,4,2,2,3,3,3,2,3,3,2,2,3,3,2,2,3,4,1,3,2,1,3,4,2,2,3,4,2,2,3,3,2,2,3,4,3,2,2,3,4,2,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,2,1,3,2,1,2,1,NA,3,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,5,2,3,4,1,0,2,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0,3,2,1,1,1,1,4,1,2,1,1,1,1,2,1,1,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,4,1,3,4,5,1,5,3,2,2,2,3,2,2,3,4,1,2,1,3,4,5,2,2,1,1,4,2,3,2,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,2,3,2,2,3,2,2,4,2,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,35,21,21,43,3,1.642857143,1,2.2,1.6,31,6,10,15,3,2,0,1,29,5,10,4,5,3,2,9,0,1,4,4,0,0,33,22,25,37,39,7
60,19,F,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,2,3,3,2,2,3,3,3,2,3,4,2,2,3,4,2,2,3,3,2,3,2,1,3,3,1,1,3,4,2,2,3,4,2,1,3,3,4,2,1,3,4,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,1,1,2,1,2,3,1,1,2,1,1,1,1,1,5,4,4,4,3,5,3,4,2,3,3,3,5,4,4,4,4,2,2,2,2,1,2,3,1,1,1,0,1,2,1,2,0,1,0,4,4,1,4,3,2,3,2,3,1,3,2,2,2,1,3,3,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4,4,3,4,2,3,4,4,3,2,4,4,3,4,3,2,5,5,3,3,3,2,4,4,3,4,4,2,3,2,2,2,3,2,2,3,2,2,2,3,3,1,3,3,3,2,3,2,2,3,3,2,2,2,2,1,2,2,2,2,3,2,1,2,2,2,1,4,3,4,2,3,3,2,3,4,3,1,2,1,2,2,1,1,1,0,1,3,0,1,0,0,0,0,1,0,1,35,18,22,41,7,1.466666667,1,1.2,2.2,64,20,23,21,5,1,1,2,48,7,14,7,6,9,5,24,2,3,7,5,4,3,48,40,31,58,35,18
61,26,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,3,1,1,3,3,4,2,3,3,2,1,3,3,2,2,3,3,2,3,2,1,3,3,2,1,3,3,2,1,3,3,1,1,3,3,3,2,1,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,3,1,3,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,0,2,0,1,0,2,1,0,0,0,0,2,0,0,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,2,4,4,2,2,4,2,3,2,2,3,2,3,3,2,4,1,3,1,3,3,1,4,2,2,3,1,2,3,2,2,1,3,3,2,4,3,2,3,1,2,3,2,2,2,1,2,2,1,3,3,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,3,4,4,2,3,2,0,0,0,0,1,0,0,2,0,1,1,1,1,1,0,1,0,0,0,1,35,14,21,36,0,1.4,1.4,1.6,1.2,29,7,12,10,1,1,0,0,22,5,5,4,2,4,2,14,2,1,3,4,3,1,46,42,28,53,20,10
62,20,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,2,3,4,2,2,3,3,3,2,4,4,2,2,3,4,2,2,3,4,2,4,2,2,3,3,1,2,4,3,2,2,3,4,2,1,3,3,3,2,2,3,4,2,4,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,4,4,3,1,1,3,1,1,4,1,4,4,3,3,4,4,2,2,3,1,1,1,2,2,1,3,3,5,1,3,3,1,0,0,3,1,3,0,2,1,4,0,3,0,1,0,3,3,0,0,1,1,1,1,1,3,2,1,2,3,3,5,4,2,1,1,2,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,2,2,3,1,2,3,2,4,2,1,4,3,3,4,2,2,2,3,2,1,4,2,4,1,4,4,3,2,2,4,2,3,3,3,2,3,3,2,3,4,4,3,3,2,1,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,4,3,2,2,2,2,2,4,4,4,3,3,3,4,4,3,3,2,1,1,2,1,3,2,2,1,1,1,2,0,2,0,3,2,2,2,2,38,21,21,44,5,2.333333333,1.6,2.6,2.8,44,18,12,14,12,7,1,2,38,10,12,3,3,10,0,26,3,1,8,9,4,1,53,45,35,35,35,32
63,20,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,1,4,3,1,1,3,3,4,2,4,4,1,1,3,3,2,1,3,3,2,3,1,1,3,3,2,1,3,4,1,1,3,3,1,1,4,4,4,1,1,4,4,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,3,1,3,3,1,1,4,1,NA,4,1,1,5,3,4,5,5,1,1,3,1,5,4,1,3,2,4,5,1,1,4,2,1,0,0,1,2,2,0,2,2,3,1,2,1,1,2,5,3,1,1,4,2,2,2,1,5,1,1,1,1,1,4,0,3,4,1,1,0,2,1,0,0,2,1,0,1,1,0,2,0,2,0,2,0,0,1,0,0,0,2,3,0,5,4,3,4,2,5,5,1,1,5,1,3,5,5,5,3,5,1,1,5,1,5,1,5,2,3,5,2,3,3,1,1,3,3,1,4,1,2,2,2,4,2,2,3,3,1,4,3,3,3,3,2,2,4,3,4,3,3,4,4,2,3,3,4,3,3,2,5,5,5,5,5,1,2,1,5,5,2,1,2,3,3,2,3,3,0,3,2,2,0,1,0,3,2,2,0,2,39,12,19,41,2,2.071428571,1,1.5,3.6,53,22,16,15,21,12,3,4,43,12,13,5,3,8,2,27,3,4,5,6,7,2,47,61,39,72,19,36
64,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,4,4,2,2,4,4,3,1,3,3,2,2,4,3,2,1,4,3,1,3,2,2,3,4,2,2,3,3,1,2,4,3,2,2,4,3,4,2,2,3,4,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1,1,3,1,4,4,1,1,3,1,NA,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,3,1,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,5,5,0,1,4,5,5,5,4,5,1,3,2,2,1,5,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,5,4,1,3,2,4,2,1,3,3,3,5,4,3,2,2,2,4,4,3,3,3,5,4,3,2,2,2,2,1,4,3,2,1,2,2,2,2,4,2,2,2,3,2,3,3,3,4,2,3,3,3,3,2,3,3,3,2,3,4,3,3,4,2,3,4,4,4,2,2,3,3,3,3,3,0,1,1,0,3,1,1,1,0,1,0,1,0,2,0,1,0,1,0,1,40,20,21,40,6,2.357142857,1,2.5,3.6,26,5,7,14,1,1,0,0,66,12,19,14,6,14,1,7,1,1,4,1,0,0,45,59,31,46,36,15
65,31,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,2,3,3,2,2,3,3,3,2,3,3,1,2,4,4,1,2,4,4,2,4,2,1,3,3,1,2,3,4,1,1,3,3,2,2,4,4,3,2,1,3,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2,3,3,4,2,4,1,3,2,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,4,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,4,4,4,2,4,2,4,3,3,1,4,3,3,3,3,4,2,2,4,1,2,2,3,5,5,3,1,2,2,1,1,3,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,4,3,3,1,1,3,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,39,19,18,43,1,2.533333333,2.6,2.4,2.6,17,5,7,5,6,4,0,2,27,5,10,3,3,4,2,6,0,0,5,1,0,0,33,27,23,49,32,3
