sub,Age,Genre,Langue[1],Langue[2],Langue[3],lateralite[1],lateralite[2],lateralite[3],niveauetudes[1],niveauetudes[2],niveauetudes[3],niveauetudes[4],UPPS[1],UPPS[2],UPPS[3],UPPS[4],UPPS[5],UPPS[6],UPPS[7],UPPS[8],UPPS[9],UPPS[10],UPPS[11],UPPS[12],UPPS[13],UPPS[14],UPPS[15],UPPS[16],UPPS[17],UPPS[18],UPPS[19],UPPS[20],UPPS[21],UPPS[22],UPPS[23],UPPS[24],UPPS[25],UPPS[26],UPPS[27],UPPS[28],UPPS[29],UPPS[30],UPPS[31],UPPS[32],UPPS[33],UPPS[34],UPPS[35],UPPS[36],UPPS[37],UPPS[38],UPPS[39],UPPS[40],UPPS[41],UPPS[42],UPPS[43],UPPS[44],UPPS[45],QABB[1],QABB[2],QABB[3],QABB[4],QABB[5],QABB[6],QABB[7],QABB[8],QABB[9],QABB[10],QABB[11],QABB[12],QABB[13],QABB[14],QABB[15],QABB[16],QABB[17],QABB[18],QABB[19],PMPUQSV[1],PMPUQSV[2],PMPUQSV[3],PMPUQSV[4],PMPUQSV[5],PMPUQSV[6],PMPUQSV[7],PMPUQSV[8],PMPUQSV[9],PMPUQSV[10],PMPUQSV[11],PMPUQSV[12],PMPUQSV[13],PMPUQSV[14],PMPUQSV[15],PCLS[1],PCLS[2],PCLS[3],PCLS[4],PCLS[5],PCLS[6],PCLS[7],PCLS[8],PCLS[9],PCLS[10],PCLS[11],PCLS[12],PCLS[13],PCLS[14],PCLS[15],PCLS[16],PCLS[17],OCIR[1],OCIR[2],OCIR[3],OCIR[4],OCIR[5],OCIR[6],OCIR[7],OCIR[8],OCIR[9],OCIR[10],OCIR[11],OCIR[12],OCIR[13],OCIR[14],OCIR[15],OCIR[16],OCIR[17],OCIR[18],IAT[1],IAT[2],IAT[3],IAT[4],IAT[5],IAT[6],IAT[7],IAT[8],IAT[9],IAT[10],IAT[11],IAT[12],IAT[13],IAT[14],IAT[15],IAT[16],IAT[17],IAT[18],IAT[19],IAT[20],EAT26[1],EAT26[2],EAT26[3],EAT26[4],EAT26[5],EAT26[6],EAT26[7],EAT26[8],EAT26[9],EAT26[10],EAT26[11],EAT26[12],EAT26[13],EAT26[14],EAT26[15],EAT26[16],EAT26[17],EAT26[18],EAT26[19],EAT26[20],EAT26[21],EAT26[22],EAT26[23],EAT26[24],EAT26[25],EAT26[26],COHS[1],COHS[2],COHS[3],COHS[4],COHS[5],COHS[6],COHS[7],COHS[8],COHS[9],COHS[10],COHS[11],COHS[12],COHS[13],COHS[14],COHS[15],COHS[16],COHS[17],COHS[18],COHS[19],COHS[20],COHS[21],COHS[22],COHS[23],COHS[24],COHS[25],COHS[26],COHS[27],STAIT[1],STAIT[2],STAIT[3],STAIT[4],STAIT[5],STAIT[6],STAIT[7],STAIT[8],STAIT[9],STAIT[10],STAIT[11],STAIT[12],STAIT[13],STAIT[14],STAIT[15],STAIT[16],STAIT[17],STAIT[18],STAIT[19],STAIT[20],STAIS[1],STAIS[2],STAIS[3],STAIS[4],STAIS[5],STAIS[6],STAIS[7],STAIS[8],STAIS[9],STAIS[10],STAIS[11],STAIS[12],STAIS[13],STAIS[14],STAIS[15],STAIS[16],STAIS[17],STAIS[18],STAIS[19],STAIS[20],PSS[1],PSS[2],PSS[3],PSS[4],PSS[5],PSS[6],PSS[7],PSS[8],PSS[9],PSS[10],CESD[1],CESD[2],CESD[3],CESD[4],CESD[5],CESD[6],CESD[7],CESD[8],CESD[9],CESD[10],CESD[11],CESD[12],CESD[13],CESD[14],CESD[15],CESD[16],CESD[17],CESD[18],CESD[19],CESD[20],UPPS_urgency,UPPS_premeditation,UPPS_perseverance,UPPS_sensation,QABB_total,PMPUQSV_total,PMPUQSV_dangerous,PMPUQSV_prohibited,PMPUQSV_dependant,PCLS_total,PCLS_intrusion,PCLS_evitement,PCLS_hyperstimulation,EAT26_total,EAT26_dieting,EAT26_bulimia,EAT26_oral_control,IAT_total,IAT_salience,IAT_excessive_use,IAT_neglect_work,IAT_anticipation,IAT_lack_control,IAT_neglect_social_life,OCIR_total,OCIR_Washing,OCIR_obsessing,OCIR_hoarding,OCIR_ordering,OCIR_checking,OCIR_neutralising,STAIT_total,STAIS_total,PSS_total,COHS_routine,COHS_automaticity,CESD_total
47,20,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,1,3,2,1,1,1,1,1,3,3,2,1,1,4,2,1,1,1,2,1,2,2,1,1,4,1,1,1,2,1,1,3,2,2,1,1,1,1,2,1,3,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,4,4,2,2,3,3,1,3,1,3,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,0,2,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,1,4,0,1,2,2,3,2,3,1,1,2,2,1,2,1,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,1,4,1,4,3,5,2,4,1,2,2,3,4,2,4,2,1,5,1,2,3,1,2,2,3,1,2,1,2,1,2,1,1,2,1,2,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,3,3,2,2,1,3,2,2,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,14,14,20,26,1,2.533333333,1.8,2.4,3.4,22,6,9,7,3,1,0,2,35,7,9,7,4,5,3,10,2,3,1,1,2,1,29,28,22,47,21,7
48,22,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,1,1,1,3,1,1,1,1,3,1,1,1,3,2,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,4,4,4,3,3,4,2,1,1,1,3,2,2,1,2,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,2,1,4,1,2,2,5,1,2,1,4,2,4,3,2,2,2,2,4,1,4,1,4,1,2,3,2,2,3,3,2,4,3,3,2,3,3,2,4,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,4,4,3,3,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,17,13,14,19,0,1.266666667,1,1,1.8,44,19,15,10,9,6,0,3,26,6,8,3,3,4,2,5,1,3,1,0,0,0,54,40,36,48,18,37
49,24,F,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,1,3,3,2,2,4,1,3,2,3,1,4,2,3,1,2,2,1,1,2,3,4,2,1,4,4,1,1,3,4,2,1,3,4,2,1,1,4,1,1,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,NA,2,3,NA,2,2,3,1,4,NA,3,3,NA,1,2,1,1,2,2,3,2,1,1,1,1,1,2,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,5,4,2,2,2,4,3,4,4,1,2,1,1,5,1,2,3,4,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,4,3,2,2,3,2,4,2,4,4,4,4,3,3,4,5,4,4,4,4,4,4,4,3,5,4,2,2,2,3,2,2,1,1,2,2,2,3,2,2,2,2,1,1,1,3,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,3,2,2,3,2,2,2,1,0,0,0,1,1,0,1,1,0,0,1,2,0,0,0,1,0,1,0,1,22,18,33,23,7,2.545454545,3,1.8,3.2,28,8,10,10,6,3,2,1,53,6,19,12,5,7,4,4,0,1,3,0,0,0,38,33,21,58,39,10
50,22,F,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,4,4,3,2,4,3,4,3,2,3,1,1,2,4,4,2,2,3,3,4,4,2,2,4,4,2,4,4,4,2,2,4,3,4,2,4,3,4,2,2,4,4,4,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,4,4,NA,4,4,3,3,4,NA,2,4,NA,2,4,3,3,4,3,3,2,2,3,3,1,2,3,4,5,4,3,1,1,2,1,1,3,2,0,2,0,1,2,2,0,1,1,0,0,5,5,2,1,4,4,5,5,2,5,4,2,1,4,3,5,4,2,4,3,1,0,1,0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,1,0,0,1,1,0,0,0,3,5,1,2,1,4,3,5,5,3,2,4,5,2,4,5,4,3,1,5,4,4,2,5,3,5,4,2,3,3,4,2,2,3,3,2,2,2,2,3,3,1,2,2,2,2,3,1,1,2,3,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,4,4,4,3,3,5,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,28,26,38,4,3.454545455,3,3,4,52,17,16,19,11,5,1,3,70,15,19,11,9,13,3,20,2,5,5,5,1,2,48,36,37,60,34,NA
51,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,4,1,3,2,2,3,1,1,4,3,1,2,1,4,3,1,1,1,3,4,3,2,4,1,3,4,4,3,1,4,2,1,4,2,1,1,4,4,2,1,4,4,4,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,NA,2,1,NA,2,3,1,1,3,NA,1,2,NA,2,3,2,1,3,2,4,2,1,2,1,1,1,1,1,1,1,1,2,1,0,0,0,2,3,0,2,0,0,2,3,0,0,0,0,2,4,3,2,2,2,2,3,3,1,1,1,2,2,2,1,3,1,1,1,1,2,1,2,2,0,1,0,0,1,2,3,0,3,0,2,0,0,0,2,0,0,1,1,0,0,1,3,2,1,2,4,4,1,5,4,2,4,2,3,2,4,4,4,4,1,5,5,4,5,1,3,5,2,2,4,3,2,3,3,1,3,3,2,3,4,3,4,3,3,4,3,3,4,2,2,3,3,3,1,2,2,3,2,4,3,2,4,3,3,3,2,3,2,4,5,5,3,3,5,2,3,4,4,1,1,0,2,3,2,2,2,2,3,0,1,1,2,0,2,1,2,1,3,29,26,26,33,6,1.909090909,1,1.6,2.4,28,11,12,5,24,10,6,6,38,7,11,6,4,6,4,17,0,6,8,2,1,0,60,52,38,45,41,31
52,22,F,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,3,1,2,1,3,1,4,3,1,2,2,1,3,4,4,1,3,4,4,2,2,1,3,1,2,1,1,2,1,1,3,1,2,1,1,1,2,2,1,3,2,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,1,2,NA,3,2,NA,NA,NA,NA,3,1,NA,2,2,2,1,3,2,2,1,1,3,3,3,1,2,3,3,3,2,0,1,3,0,1,1,1,0,2,0,1,1,1,0,3,0,1,1,4,2,0,1,1,2,0,0,0,1,2,0,0,3,1,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4,4,4,3,4,4,4,5,5,2,2,4,3,4,3,2,2,2,1,4,1,4,1,1,4,4,4,2,2,2,1,1,2,2,2,1,2,2,3,2,2,2,2,1,3,2,2,3,3,3,3,2,3,3,3,4,4,3,4,4,4,3,2,4,3,3,3,2,3,4,3,3,4,4,3,3,3,1,0,0,1,2,2,2,2,1,3,2,2,2,2,1,2,2,2,1,1,15,25,19,31,3,2.111111111,1,2.25,2.25,37,10,14,13,4,3,0,1,28,2,14,2,2,7,1,17,3,3,2,8,1,0,38,64,32,52,33,31
53,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,1,3,2,1,1,3,1,1,1,1,2,1,1,1,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,1,2,NA,1,2,2,1,1,NA,1,2,NA,1,4,3,3,3,4,1,2,1,1,1,1,1,1,2,2,2,2,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,4,2,2,2,3,1,1,2,3,4,3,1,2,2,1,5,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,4,1,2,1,4,2,1,1,3,2,3,2,1,4,4,1,5,1,4,1,4,2,4,3,1,3,2,3,2,3,3,2,2,2,2,4,3,3,2,2,3,4,2,1,2,3,2,3,3,2,3,2,2,2,3,2,2,3,3,2,2,1,3,2,3,3,3,3,2,2,2,4,4,2,2,1,1,2,2,1,2,1,0,1,0,1,1,1,1,1,2,2,1,2,19,15,13,18,0,1.545454545,2,1,2,34,17,8,9,3,1,0,2,44,9,11,6,4,10,4,10,0,3,1,3,3,0,49,47,28,47,19,25
54,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,1,1,1,1,1,1,3,2,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,4,1,4,4,4,1,4,1,1,3,1,4,3,1,1,1,3,1,3,1,1,1,1,1,1,1,1,3,5,0,3,1,0,2,0,2,1,3,0,0,2,2,0,0,1,0,0,4,4,1,1,3,1,1,3,1,1,2,2,1,1,1,5,1,1,1,1,2,0,1,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,4,4,1,5,1,1,1,1,3,1,1,5,1,5,1,1,3,1,1,4,4,1,2,2,1,2,2,2,1,3,1,1,3,2,3,2,1,2,3,1,2,1,1,1,2,2,1,1,2,1,1,2,1,1,2,4,1,1,1,1,1,3,3,3,3,2,2,2,2,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,13,13,13,17,1,2.533333333,1.6,2.2,3.8,29,9,9,11,10,4,1,2,36,6,11,5,3,9,2,17,2,2,4,4,4,1,37,28,24,39,19,4
55,33,M,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,2,1,3,1,2,1,3,1,4,1,3,1,2,1,3,2,4,1,1,2,4,1,2,1,3,2,2,1,4,1,1,3,3,1,2,1,3,1,2,2,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,1,3,4,1,2,1,3,2,2,1,1,1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,25,13,35,0,1.2,1.2,1.2,1.2,17,5,7,5,1,0,0,1,5,0,3,0,1,0,1,1,0,1,0,0,0,0,21,20,12,32,15,1
56,18,F,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,4,3,4,2,2,4,4,1,2,1,1,2,2,4,4,1,2,3,4,2,4,2,2,4,4,2,2,4,3,2,2,4,4,1,1,4,4,1,2,2,4,4,4,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,4,2,1,3,3,2,1,3,1,1,3,1,1,4,4,4,4,4,4,3,2,2,3,3,3,3,4,4,4,4,2,3,1,1,1,2,1,2,2,1,1,2,3,1,1,2,1,2,4,3,1,2,2,3,3,3,2,3,2,2,1,4,3,3,2,2,1,2,3,0,3,2,0,2,1,0,0,2,3,1,3,0,3,0,0,1,3,0,0,2,3,0,1,0,4,3,4,3,4,4,3,5,5,4,4,4,2,2,2,4,5,4,3,4,4,3,4,4,4,5,4,2,2,3,3,3,3,2,3,2,2,3,4,2,3,3,2,3,3,2,3,2,2,3,3,4,2,3,3,3,3,4,3,3,4,3,3,3,3,2,2,3,4,4,4,4,4,3,4,3,4,1,1,2,3,2,2,2,2,2,2,1,1,2,2,0,3,2,2,1,2,42,23,16,44,6,2,1.2,2,2.8,59,20,20,19,33,18,6,6,48,10,15,8,5,7,3,29,3,6,6,4,6,4,53,58,37,55,46,35
57,19,F,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,2,1,3,1,2,1,1,1,2,1,1,1,2,3,4,1,2,1,1,2,1,1,2,3,1,2,2,3,1,2,2,3,1,2,2,3,1,3,2,2,3,3,4,1,3,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3,1,1,2,1,4,3,1,2,2,1,1,4,1,1,2,1,1,1,1,4,2,1,1,1,1,1,1,3,3,2,3,0,1,3,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,4,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,5,5,3,2,4,2,2,3,5,3,2,5,3,1,5,3,4,2,4,2,3,4,2,2,2,1,1,3,1,2,2,2,2,3,2,2,2,2,1,2,2,3,2,2,3,3,2,1,2,2,1,2,3,2,1,2,2,2,2,1,2,2,3,2,4,3,2,3,3,3,3,3,1,1,0,1,1,0,1,2,1,0,0,0,0,0,0,1,1,1,0,0,29,22,16,19,7,1.866666667,1,1.8,2.8,29,6,11,12,4,1,0,3,28,6,9,4,3,4,2,9,0,0,3,5,1,0,39,39,29,64,26,11
58,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,1,1,1,1,3,1,1,1,4,4,1,1,1,1,2,1,3,1,2,1,1,1,1,3,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,3,1,2,4,4,1,3,1,1,1,2,2,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,0,2,3,2,4,1,0,1,4,0,4,3,1,1,4,1,4,0,4,1,1,1,1,1,2,1,1,2,1,3,1,1,1,3,1,1,1,1,0,0,0,0,2,0,0,3,1,0,0,0,1,3,0,3,0,0,0,1,3,0,0,0,2,0,4,4,4,4,3,4,4,4,4,4,4,4,3,2,5,2,4,5,2,5,2,3,4,4,4,4,5,2,2,4,2,3,3,2,3,2,3,3,4,3,2,3,3,2,3,2,3,2,2,2,3,2,1,3,2,2,2,4,2,2,2,2,3,3,2,2,2,5,4,4,4,4,4,2,4,5,4,1,2,1,2,1,1,1,2,1,2,2,2,2,3,1,2,2,2,1,2,20,11,12,26,2,2.066666667,1.8,1.4,3,82,25,33,24,19,8,4,7,29,8,8,3,3,5,2,35,12,4,1,11,4,3,54,45,40,64,37,33
59,21,F,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,4,1,3,1,2,1,3,1,2,3,3,1,2,1,4,1,2,1,1,1,1,1,2,3,1,1,2,3,1,1,2,3,1,1,2,1,1,1,2,2,3,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,3,2,4,2,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,1,2,1,0,3,1,0,2,0,0,2,0,3,0,1,0,2,0,2,1,2,1,1,1,2,1,1,3,3,2,1,2,1,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,1,2,5,3,2,2,1,4,2,4,3,2,1,4,1,4,2,3,2,4,2,2,4,2,3,2,1,1,3,3,2,3,2,1,3,3,1,1,2,2,4,2,3,2,2,2,3,2,1,1,2,1,2,2,3,1,1,2,2,2,1,3,2,4,4,4,3,3,4,3,3,4,4,0,0,1,2,0,1,0,1,0,0,2,1,1,0,0,1,1,1,1,0,27,24,10,23,0,2,1.8,2.2,2,22,5,7,10,1,1,0,0,30,8,7,3,5,4,3,18,7,1,4,2,4,0,44,37,36,52,21,13
60,20,F,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,4,1,3,2,2,3,3,3,2,1,3,2,4,1,1,2,2,1,3,4,1,2,2,3,3,2,2,1,1,4,4,3,3,2,4,1,3,1,4,2,1,3,4,3,3,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,3,1,1,2,1,3,4,4,1,2,1,2,NA,1,2,2,1,1,2,2,2,2,1,1,2,1,1,3,3,3,1,2,1,3,3,0,2,1,0,2,2,0,2,0,1,0,0,1,1,0,3,3,2,4,4,3,2,2,1,3,1,1,2,3,1,3,2,1,1,1,3,0,1,0,0,3,3,2,0,0,2,0,3,0,3,0,1,1,0,1,0,0,0,0,0,0,3,2,3,2,2,4,4,4,4,3,2,3,2,4,2,2,4,4,2,3,2,4,4,4,4,3,3,3,4,3,3,3,4,3,3,3,3,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,1,3,3,3,3,3,3,2,4,4,5,3,3,4,2,3,4,2,0,1,0,2,2,2,2,2,1,1,2,1,0,1,0,1,1,2,2,1,23,32,24,30,9,2,1.6,1.8,2.75,30,8,10,12,23,12,2,6,43,8,11,6,3,9,6,19,5,1,2,5,5,1,61,54,34,51,32,24
61,22,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,1,2,1,1,4,1,1,1,1,1,1,1,4,2,1,1,1,2,4,1,1,1,3,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,1,2,3,1,1,4,1,1,3,1,1,2,3,1,3,2,4,3,2,1,2,1,1,1,2,2,1,2,0,1,2,0,2,0,0,1,2,0,0,0,0,0,2,3,1,0,4,4,0,3,1,2,1,3,2,4,3,1,1,3,1,4,3,2,1,1,2,0,1,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,5,5,3,4,4,5,4,3,3,5,1,4,3,3,4,5,3,5,1,5,3,4,2,3,4,4,4,2,3,2,3,1,2,1,2,1,2,1,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,3,5,2,2,3,2,4,4,3,0,1,0,2,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,12,11,15,27,2,1.866666667,1,1.4,3.2,33,11,14,8,10,4,1,3,44,8,14,7,4,8,3,14,3,0,0,6,2,3,40,43,31,66,33,14
62,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,3,4,2,4,3,3,4,1,1,2,2,4,4,4,2,4,4,4,4,2,2,1,4,1,2,1,1,2,2,1,3,4,2,3,3,1,2,2,1,1,4,4,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,NA,1,3,NA,3,2,NA,1,3,NA,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,1,1,2,2,2,1,2,1,1,3,1,3,1,1,1,1,3,0,3,0,0,0,0,0,1,1,3,0,3,0,3,0,0,0,1,0,0,1,3,0,0,0,4,2,5,4,3,4,5,3,1,2,2,2,3,4,2,3,4,5,3,2,1,1,3,1,3,5,4,2,2,4,2,2,4,2,1,2,3,3,4,2,2,2,3,3,2,2,2,2,2,2,2,4,1,1,2,1,2,4,2,1,3,2,2,3,1,2,2,2,2,3,3,2,3,3,3,2,1,0,0,0,1,2,0,0,2,0,0,2,1,0,0,0,1,0,0,0,1,26,24,27,35,4,2,NA,1.4,2.6,17,5,7,5,22,11,4,4,32,5,10,5,4,5,3,3,0,2,0,1,0,0,49,41,24,49,32,10
63,21,M,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,4,1,3,2,1,3,1,1,2,3,4,2,1,1,3,4,4,3,3,2,1,2,2,1,3,1,2,1,1,2,4,1,3,4,2,1,4,3,2,2,1,3,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,2,1,3,2,1,1,2,1,2,2,1,2,2,1,3,2,2,3,2,3,1,2,1,2,3,2,4,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,1,1,2,3,2,1,2,1,2,1,1,3,1,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,4,2,4,4,5,5,4,5,4,2,4,4,4,2,3,2,4,2,2,4,2,5,3,4,2,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,4,2,1,1,3,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,19,26,23,32,3,1.8,1,2.4,2,38,10,14,14,3,1,0,2,39,5,14,6,4,8,2,2,0,2,0,0,0,0,31,21,18,55,41,7
64,19,M,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,1,1,1,2,2,3,1,1,2,1,3,2,2,1,3,1,2,1,1,2,1,2,2,3,3,2,2,4,1,2,1,3,1,2,2,1,1,3,2,2,4,3,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,1,2,NA,3,2,1,1,3,NA,1,1,NA,2,3,2,2,3,2,4,4,3,2,3,3,3,4,3,3,4,4,2,2,3,1,1,1,1,0,1,1,1,1,2,0,1,0,1,2,5,3,2,1,2,2,1,2,4,4,1,2,2,4,2,5,3,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,1,0,3,4,4,4,1,4,5,4,2,4,4,5,4,5,3,5,5,4,2,5,4,4,2,4,2,2,4,2,2,3,3,2,3,2,3,3,2,3,3,3,3,2,2,3,2,3,4,1,3,3,3,2,1,3,2,1,2,3,3,1,2,2,2,3,3,3,2,3,3,3,2,2,4,1,4,4,3,1,3,3,2,2,2,3,2,1,0,3,1,2,2,2,2,0,2,1,2,27,20,19,20,1,1.818181818,1,1.6,2.2,52,12,22,18,8,2,1,5,53,12,18,8,2,10,3,21,3,4,5,5,2,2,53,45,29,67,32,36
